Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Yu, Z., Jiang, F., Hu, C., Tang, B.","52464902700; 57222898395; 57222899083; 56799663700","Functionalized nanoprobes forin situdetection of telomerase",2021,"Chemical Communications",57,"31",,3736,3748,,,10.1039/d0cc08412c,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85104171833&partnerID=40&md5=f59e5529054c7145cce768f7fb273741",Article,Final,,Scopus,2-s2.0-85104171833
"Zhang, X., Zhao, M., Wen, L., Wu, M., Yang, Y., Zhang, Y., Wu, Y., Zhong, J., Shi, H., Zeng, J., Wang, G., Gao, M.","57223054165; 57202381578; 57136070500; 57223043299; 57223040649; 57211361300; 57190849659; 55800071200; 55250447100; 57198904939; 57189032873; 7201511643","Sequential SPECT and NIR-II imaging of tumor and sentinel lymph node metastasis for diagnosis and image-guided surgery",2021,"Biomaterials Science",9,"8",,3069,3075,,,10.1039/d1bm00088h,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85104575862&partnerID=40&md5=34174c4e077b56786cedd2b575f595eb",Article,Final,,Scopus,2-s2.0-85104575862
"Meng, Y., Jiao, Y., Zhang, Y., Zhang, H., Gong, X., Liu, Y., Shuang, S., Dong, C.","57208665246; 57195378236; 57205697851; 57211166278; 55795171700; 57218416733; 7003516023; 7401919346","One-step synthesis of red emission multifunctional carbon dots for label-free detection of berberine and curcumin and cell imaging",2021,"Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy",251,"", 119432,,,,1,10.1016/j.saa.2021.119432,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85099470548&partnerID=40&md5=c884e636b025e2704574fd54c29aab49",Article,Final,,Scopus,2-s2.0-85099470548
"Arab, C., El Kurdi, R., Patra, D.","57221845217; 57193562936; 7003714567","Chitosan coated zinc curcumin oxide nanoparticles for the determination of ascorbic acid",2021,"Journal of Molecular Liquids",328,"", 115504,,,,,10.1016/j.molliq.2021.115504,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100392747&partnerID=40&md5=614849a5c8a7edc9a0b6664f7d994bc4",Article,Final,,Scopus,2-s2.0-85100392747
"Wen, Y., Truong, V.X., Li, M.","57219401812; 57222967712; 57207790043","Real-Time Intraoperative Surface-Enhanced Raman Spectroscopy-Guided Thermosurgical Eradication of Residual Microtumors in Orthotopic Breast Cancer",2021,"Nano letters",21,"7",,3066,3074,,,10.1021/acs.nanolett.1c00204,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85104275767&partnerID=40&md5=1d4a1f5cc465698b0aad101272df3b1f",Article,Final,,Scopus,2-s2.0-85104275767
"Kou, H., Pang, S., Yang, B., Wang, M., Ding, J., Zhang, Z., Yang, X.","57222704927; 57208824747; 57211414622; 57222541885; 57222704999; 57211414732; 37099171700","A dual-emission ratiometric fluorescent nanoprobe based on silicon nanoparticles and carbon dots for efficient detection of Cu(ii)",2021,"CrystEngComm",23,"13",,2599,2605,,,10.1039/d1ce00166c,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103741881&partnerID=40&md5=840b5a663847b630c35066677be534e2",Article,Final,,Scopus,2-s2.0-85103741881
"Leisegang, M., Schindhelm, R., Kügel, J., Bode, M.","57195330920; 57222984513; 56257492600; 57196048479","Anisotropic Ballistic Transport Revealed by Molecular Nanoprobe Experiments",2021,"Physical Review Letters",126,"14", 146601,,,,,10.1103/PhysRevLett.126.146601,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85104320322&partnerID=40&md5=970f8d255aa58ba449ed11f3c4b4babe",Article,Final,,Scopus,2-s2.0-85104320322
"Pan, C., Lin, J., Zheng, J., Liu, C., Yuan, B., Akakuru, O.U., Zubair Iqbal, M., Fang, Q., Hu, J., Chen, J., Lin, J., Dai, Q., Guo, X., Li, Z., Zhang, T., Xu, C., Ma, X., Chen, T., Wu, A., Jin, Y.","57212654109; 57222732770; 55600958400; 57202387839; 57205510553; 57203299353; 55440966200; 57210460924; 57220633267; 57222734543; 57222732761; 57222736892; 57208345554; 57191700499; 57222736525; 57192647031; 55793221900; 57218768952; 36878645600; 57196412901","An intelligent T <inf>1</inf>- T <inf>2</inf>switchable MRI contrast agent for the non-invasive identification of vulnerable atherosclerotic plaques",2021,"Nanoscale",13,"13",,6461,6474,,,10.1039/d0nr08039j,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103877381&partnerID=40&md5=7051e7c9215710c05efd8a0828ed36a2",Review,Final,,Scopus,2-s2.0-85103877381
"Sun, C., Gradzielski, M.","57221090549; 7003882304","Fluorescence sensing of cyanide anions based on Au-modified upconversion nanoassemblies",2021,"Analyst",146,"7",,2152,2159,,,10.1039/d0an01954b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103754510&partnerID=40&md5=763b7ce8d6b3b24ed963835da6ededa4",Article,Final,Open Access,Scopus,2-s2.0-85103754510
"Zhou, H.-C., Ren, J., Lin, Y., Gao, D., Hu, D., Yin, T., Qiu, C., Miao, X., Liu, C., Liu, X., Zheng, H., Zheng, R., Sheng, Z.","57213228478; 57222733480; 57222735806; 35754393800; 57210374864; 55253777600; 57222732899; 57216825854; 56024357900; 56125417400; 57216533371; 7201764296; 16679984400","Intravital NIR-II three-dimensional photoacoustic imaging of biomineralized copper sulfide nanoprobes",2021,"Journal of Materials Chemistry B",9,"13",,3005,3014,,,10.1039/d0tb03010d,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103879890&partnerID=40&md5=6816565e5244e4329216708a8449bbad",Article,Final,,Scopus,2-s2.0-85103879890
"Yin, Z., Ji, Q., Wu, D., Li, Z., Fan, M., Zhang, H., Zhao, X., Wu, A., Cheng, L., Zeng, L.","57214223251; 57222765244; 57203844654; 57215080718; 57222764125; 57216189468; 57221671548; 36878645600; 57188569529; 16308612500","H<inf>2</inf>O<inf>2</inf>-Responsive Gold Nanoclusters @ Mesoporous Silica @ Manganese Dioxide Nanozyme for ""Off/On"" Modulation and Enhancement of Magnetic Resonance Imaging and Photodynamic Therapy",2021,"ACS applied materials &amp; interfaces",13,"13",,14928,14937,,,10.1021/acsami.1c00430,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85104046978&partnerID=40&md5=2d56da62d0500bc0e6406be90dc4521a",Article,Final,,Scopus,2-s2.0-85104046978
"Zhang, P., Zeng, J., Li, Y., Yang, C., Meng, J., Hou, Y., Gao, M.","57200223184; 57198904939; 56849916900; 57222185339; 57206781066; 55569185000; 7201511643","Quantitative Mapping of Glutathione within Intracranial Tumors through Interlocked MRI Signals of a Responsive Nanoprobe",2021,"Angewandte Chemie - International Edition",60,"15",,8130,8138,,,10.1002/anie.202014348,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101822003&partnerID=40&md5=21fe7d2cbaf2244d77d8bc00d129f657",Article,Final,,Scopus,2-s2.0-85101822003
"Gopalan, D., Pandey, A., Alex, A.T., Kalthur, G., Pandey, S., Udupa, N., Mutalik, S.","57214240267; 55966624800; 55354255400; 57208450546; 7402453310; 7006758882; 6603906837","Nanoconstructs as a versatile tool for detection and diagnosis of Alzheimer biomarkers",2021,"Nanotechnology",32,"14", 142002,,,,1,10.1088/1361-6528/abcdcb,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100309728&partnerID=40&md5=c750c30285e0b70bf5303930a3a9b95a",Review,Final,,Scopus,2-s2.0-85100309728
"Kim, N.H., Kim, B.W., Moon, H., Yoo, H., Kang, R.H., Hur, J.K., Oh, Y., Kim, B.M., Kim, D.","57195394486; 57209236453; 57221953876; 57221950362; 57206210192; 35740323500; 16067559800; 15126063600; 56109800100","AIEgen-based nanoprobe for the ATP sensing and imaging in cancer cells and embryonic stem cells",2021,"Analytica Chimica Acta",1152,"", 338269,,,,,10.1016/j.aca.2021.338269,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100794618&partnerID=40&md5=14d15a459b80a1a65f50dbe3ac4f9f23",Article,Final,,Scopus,2-s2.0-85100794618
"Xiong, X., Dang, W., Luo, R., Long, Y., Tong, C., Yuan, L., Liu, B.","57208050026; 57205711547; 57211915341; 55622744400; 57221109325; 57211472164; 57203681368","A graphene-based fluorescent nanoprobe for simultaneous imaging of dual miRNAs in living cells",2021,"Talanta",225,"", 121947,,,,,10.1016/j.talanta.2020.121947,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098186180&partnerID=40&md5=44a0063a4da4b0b363f1924ccaf4ea88",Article,Final,,Scopus,2-s2.0-85098186180
"Chen, H., Shou, K., Chen, S., Qu, C., Wang, Z., Jiang, L., Zhu, M., Ding, B., Qian, K., Ji, A., Lou, H., Tong, L., Hsu, A., Wang, Y., Felsher, D.W., Hu, Z., Tian, J., Cheng, Z.","56666795900; 57130525800; 35204631100; 55994278900; 57221350003; 57222319804; 57194381877; 56587407300; 57190441754; 57222326795; 57222328485; 57222319030; 57210825403; 57221507774; 6603781310; 55705500900; 57219101205; 7401815487","Smart Self-Assembly Amphiphilic Cyclopeptide-Dye for Near-Infrared Window-II Imaging",2021,"Advanced Materials",33,"16", 2006902,,,,,10.1002/adma.202006902,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102292036&partnerID=40&md5=4b9fa7e328f7c2c13f40ae6c5645b9b5",Article,Final,,Scopus,2-s2.0-85102292036
"Hu, R., Deng, Q., Tang, Q., Zhang, R., Wang, L., Situ, B., Gui, C., Wang, Z., Tang, B.Z.","57195469392; 57215779511; 57222248232; 57210997646; 57215776125; 55229275700; 56814502500; 35320728600; 57220012701","More is less: Creation of pathogenic microbe-related theranostic oriented AIEgens",2021,"Biomaterials",271,"", 120725,,,,,10.1016/j.biomaterials.2021.120725,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101968133&partnerID=40&md5=6351972231064f24c53d7e177ac7c067",Article,Final,,Scopus,2-s2.0-85101968133
"Wang, C., Lin, H., Ge, X., Mu, J., Su, L., Zhang, X., Niu, M., Yang, H., Song, J.","57221937768; 57221979248; 57203897085; 57221975625; 57195346162; 57212173718; 57221980450; 35254722300; 57218348830","Dye-Sensitized Downconversion Nanoprobes with Emission Beyond 1500 nm for Ratiometric Visualization of Cancer Redox State",2021,"Advanced Functional Materials",31,"16", 2009942,,,,,10.1002/adfm.202009942,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100862202&partnerID=40&md5=ed19dfea8a178235158e8f46ab57757b",Article,Final,,Scopus,2-s2.0-85100862202
"Mulikova, T., Abduraimova, A., Molkenova, A., Em, S., Duisenbayeva, B., Han, D.-W., Atabaev, T.S.","57214998597; 57211928486; 56440166200; 57214998312; 57217955585; 56680292400; 54399964500","Mesoporous silica decorated with gold nanoparticles as a promising nanoprobe for effective CT X-ray attenuation and potential drug delivery",2021,"Nano-Structures and Nano-Objects",26,"", 100712,,,,,10.1016/j.nanoso.2021.100712,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102894306&partnerID=40&md5=15d3a82775ea099519aa13019cb75390",Article,Final,,Scopus,2-s2.0-85102894306
"Theiner, S., Schoeberl, A., Schweikert, A., Keppler, B.K., Koellensperger, G.","56328020400; 57209229752; 57209321992; 42761721200; 55882439500","Mass spectrometry techniques for imaging and detection of metallodrugs",2021,"Current Opinion in Chemical Biology",61,"",,123,134,,,10.1016/j.cbpa.2020.12.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100380863&partnerID=40&md5=64e8d187beb156b488871962ec516d8b",Review,Final,Open Access,Scopus,2-s2.0-85100380863
"Khoubnasabjafari, M., Fathi-Azarbayjani, A., Rahimpour, E., Jouyban-Gharamaleki, V., Kim, H.Y., Alffenaar, J., Chan, H.-K., Jouyban, A.","9741234000; 57210362774; 55251532900; 57193363707; 57221847524; 57219546947; 7403402677; 7003522866","Concentration profile of tobramycin in exhaled breath condensate after inhalation of a single dose: A pilot study",2021,"Journal of Drug Delivery Science and Technology",62,"", 102394,,,,,10.1016/j.jddst.2021.102394,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100435896&partnerID=40&md5=6e2dd95769faf36b345f80161c52d495",Article,Final,,Scopus,2-s2.0-85100435896
"Barkheh, H., Zeinoddini, M., Ranjbar, B., Xodadadi, N.","56072188600; 6602997360; 6701809674; 57204833415","A Novel Strategy for Trinitrotoluene Detection Using Functionalized Gold Nanoparticles",2021,"Journal of Analytical Chemistry",76,"4",,459,465,,,10.1134/S1061934821040031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85104469516&partnerID=40&md5=ee6b2c90d739f20f1d270b382b9c0801",Article,Final,,Scopus,2-s2.0-85104469516
"Shao, C., Xiong, S., Cao, X., Zhang, C., Luo, T., Liu, G.","25722378700; 57221440763; 57221447544; 57216374180; 57221437741; 57221437923","Dithiothreitol-capped red emitting copper nanoclusters as highly effective fluorescent nanoprobe for cobalt (II) ions sensing",2021,"Microchemical Journal",163,"", 105922,,,,,10.1016/j.microc.2021.105922,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85099126741&partnerID=40&md5=e32d3c5c7f12b0a5dbcfc01febec2005",Article,Final,,Scopus,2-s2.0-85099126741
"Yoon, S.-J., Nam, Y.-S., Lee, J.Y., Kim, J.Y., Lee, Y., Lee, K.-B.","57195347065; 57217620675; 57222567064; 57222567030; 57203798745; 35088441300","Highly sensitive colorimetric determination of nitrite based on the selective etching of concave gold nanocubes",2021,"Microchimica Acta",188,"4", 132,,,,,10.1007/s00604-021-04772-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103229288&partnerID=40&md5=2ef16c50ad8cb42e264191a5bc21e970",Article,Final,,Scopus,2-s2.0-85103229288
"Xing, Q., Wang, X., Yan, X., Ren, X., Wang, W., Yan, X., Zhang, J., Cao, C., Lan, H., Xiao, S.","57222053933; 57222055146; 57201268919; 57222054627; 57222048591; 57211443286; 57222054828; 57199934644; 55277628300; 9632685600","Multifunctional butterfly-shaped cyanine dyes: Aggregation-induced emission, high-contrast mechanochromic luminescence, mitochondrial-specific staining and tumor imaging",2021,"Dyes and Pigments",188,"", 109232,,,,,10.1016/j.dyepig.2021.109232,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101077419&partnerID=40&md5=d689575b496a384b89928d45de8ab6ee",Article,Final,,Scopus,2-s2.0-85101077419
"Santelli, J., Lepoix, C., Lechevallier, S., Martinez, C., Calise, D., Zou, Q., Moyano, S., Cussac, D., Verelst, M., Mauricot, R.","57203903411; 57222400434; 36625670200; 57199408519; 6603724562; 57222407047; 57192187975; 7003534022; 7003737455; 6602904926","Custom NIR Imaging of New Up-Conversion Multimodal Gadolinium Oxysulfide Nanoparticles",2021,"Particle and Particle Systems Characterization",38,"4", 2000216,,,,,10.1002/ppsc.202000216,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102638495&partnerID=40&md5=b2f3c24c3917a35ded0e429d5476d3f9",Article,Final,,Scopus,2-s2.0-85102638495
"Gao, R., Li, D., Zheng, S., Gu, H., Deng, W.","57219729570; 56623652500; 57216319655; 57220808269; 56822896700","Colorimetric/fluorescent/Raman trimodal sensing of zinc ions with complexation-mediated Au nanorod",2021,"Talanta",225,"", 121975,,,,1,10.1016/j.talanta.2020.121975,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097649266&partnerID=40&md5=decefeb00bb7d0ae1871437e44f849db",Article,Final,,Scopus,2-s2.0-85097649266
"El-Schich, Z., Zhang, Y., Göransson, T., Dizeyi, N., Persson, J.L., Johansson, E., Caraballo, R., Elofsson, M., Shinde, S., Sellergren, B., Wingren, A.G.","48461183400; 57220963475; 57222964274; 6506318187; 8850438300; 57219520913; 24178211900; 55968451300; 15519724200; 7004447068; 6602952465","Sialic acid as a biomarker studied in breast cancer cell lines in vitro using fluorescent molecularly imprinted polymers",2021,"Applied Sciences (Switzerland)",11,"7", 3256,,,,,10.3390/app11073256,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85104259855&partnerID=40&md5=2db2c86c4e0860190e530d7d566c3173",Article,Final,Open Access,Scopus,2-s2.0-85104259855
"Sabisch, J.E.C., Sugar, J.D., Ronevich, J., San Marchi, C., Medlin, D.L.","55931971200; 7102959686; 36027099200; 55666661000; 7006111011","Interrogating the Effects of Hydrogen on the Behavior of Planar Deformation Bands in Austenitic Stainless Steel",2021,"Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science",52,"4",,1516,1525,,,10.1007/s11661-021-06170-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101785353&partnerID=40&md5=46c6f448991e6799bda6dd81b33f1082",Article,Final,Open Access,Scopus,2-s2.0-85101785353
"Su, P., Wang, X., Wang, T., Feng, X., Zhang, M., Liang, L., Cao, J., Liu, W., Tang, Y.","57190033394; 57221332086; 57221130279; 57221328158; 57211888578; 57216702793; 56660139400; 55723548700; 7404591323","Eu<sup>3+</sup>/Tb<sup>3+</sup> supramolecular assembly hybrids for ultrasensitive and ratiometric detection of anthrax spore biomarker in water solution and actual spore samples",2021,"Talanta",225,"", 122063,,,,,10.1016/j.talanta.2020.122063,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098849952&partnerID=40&md5=915bdb0915c0fdd46196ba5a64887104",Article,Final,,Scopus,2-s2.0-85098849952
"Ali, H.R.H., Hassan, A.I., Hassan, Y.F., El-Wekil, M.M.","16303265700; 23094193600; 57212006840; 56192749700","Mannitol capped magnetic dispersive micro-solid-phase extraction of polar drugs sparfloxacin and orbifloxacin from milk and water samples followed by selective fluorescence sensing using boron-doped carbon quantum dots",2021,"Journal of Environmental Chemical Engineering",9,"2", 105078,,,,1,10.1016/j.jece.2021.105078,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85099875460&partnerID=40&md5=fadda5f6141dc88cd73f84f56d281832",Article,Final,,Scopus,2-s2.0-85099875460
"Wang, W., Feng, Z., Li, B., Chang, Y., Li, X., Yan, X., Chen, R., Yu, X., Zhao, H., Lu, G., Kong, X., Qian, J., Liu, X.","57217851793; 57209316156; 57212033997; 35338705800; 57205471509; 57222627399; 57213428613; 25635051800; 56079625400; 7403460117; 57222110094; 57207214692; 7409282422","Er<sup>3+</sup>self-sensitized nanoprobes with enhanced 1525 nm downshifting emission for NIR-IIbin vivobio-imaging",2021,"Journal of Materials Chemistry B",9,"12",,2899,2908,,,10.1039/d0tb02728f,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103501497&partnerID=40&md5=c194b65fadbf4b19aaed1c8070635a5f",Article,Final,,Scopus,2-s2.0-85103501497
"Lee, S.B., Ji, H.D., Lee, I.-K., Kim, K.S., Lee, J., Lee, S.-W., Jeon, Y.H.","57190304501; 57191592819; 57127432900; 35272034300; 7601451907; 57196249819; 57221721610","Visualization of platelet recruitment to tumor lesions using highly sensitive and stable radioiodine studded gold nanoprobes",2021,"Journal of Materials Chemistry B",9,"12",,2931,2936,,,10.1039/d0tb02265a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103498478&partnerID=40&md5=45ba8db8bab294bb03fe418a6336f62d",Article,Final,,Scopus,2-s2.0-85103498478
"Li, Q., Ge, X., Ye, J., Li, Z., Su, L., Wu, Y., Yang, H., Song, J.","57216639810; 57203897085; 57216520109; 57208551060; 57195346162; 57195642963; 35254722300; 57218348830","Dual Ratiometric SERS and Photoacoustic Core–Satellite Nanoprobe for Quantitatively Visualizing Hydrogen Peroxide in Inflammation and Cancer",2021,"Angewandte Chemie - International Edition",60,"13",,7323,7332,,,10.1002/anie.202015451,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101620527&partnerID=40&md5=f5ca0270eb8ee55afbeeab5d06ab853f",Article,Final,,Scopus,2-s2.0-85101620527
